mac_fill,age_score,flood_pressure
2.3,0.222,0.0
2.3,0.21,0.0
2.3,0.189,0.0
2.3,0.191,0.0
2.3,0.193,0.0
2.3,0.195,0.0
2.3,0.197,0.0
2.3,0.199,0.0
2.3,0.201,0.0
2.3,0.203,0.0
2.3,0.205,0.0
